Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1743605531,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605532,50,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605533,150,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605534,200,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605535,250,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605536,300,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605537,350,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605538,400,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1743605539,450,,Aggregated,0.000000,0.000000,7400,7500,7500,7500,7900,7900,7900,7900,7900,7900,7900,36,0,7400.0,7189.627447222221,4971.7144,7915.268400000001,10216.0
1743605540,500,,Aggregated,0.000000,0.000000,7300,7400,7500,7500,8000,8100,8400,8800,8800,8800,8800,68,0,7300.0,7161.481947058822,4971.7144,8786.198900000001,10215.779411764706
1743605541,550,,Aggregated,2.000000,0.000000,7400,7900,8400,8700,8900,9400,9800,9900,10000,10000,10000,148,0,7400.0,7466.088056081083,2602.8196999999996,9961.3705,10108.675675675675
1743605542,561,,Aggregated,6.111111,0.000000,7500,8100,8400,8700,9100,9700,10000,10000,11000,11000,11000,194,0,7500.0,7490.343951546389,2602.8196999999996,10927.534,10034.577319587628
1743605543,561,,Aggregated,8.700000,0.000000,7800,8100,8400,8700,9100,9700,10000,10000,11000,11000,11000,250,0,7700.0,7435.608263599998,2602.8196999999996,11400.788,9939.488
1743605544,561,,Aggregated,17.900000,0.000000,7800,8100,8400,8800,9100,9400,10000,10000,11000,11000,11000,286,0,7800.0,7387.299865034964,2602.8196999999996,11400.788,9863.797202797203
1743605545,561,,Aggregated,22.500000,0.000000,7800,8100,8400,8800,9100,9400,9900,10000,11000,11000,11000,358,0,7800.0,7231.349073743015,2602.8196999999996,11400.788,9684.659217877095
1743605546,561,,Aggregated,25.100000,0.000000,7800,8300,8700,8800,9100,9700,10000,11000,11000,11000,11000,462,0,7800.0,7219.7058997835475,2602.8196999999996,11400.788,9474.666666666666
1743605547,561,,Aggregated,32.900000,0.000000,7800,8300,8700,8800,9400,9800,10000,11000,11000,11000,11000,492,0,7800.0,7257.217183333331,2602.8196999999996,11400.788,9455.967479674797
1743605548,561,,Aggregated,35.800000,0.000000,7800,8400,8800,8900,9500,9900,10000,11000,11000,11000,11000,583,0,7800.0,7354.198181475129,2602.8196999999996,11400.788,9379.288164665522
1743605549,561,,Aggregated,48.200000,0.000000,7800,8400,8800,9000,9600,9900,10000,11000,11000,11000,11000,595,0,7800.0,7383.317736974789,2602.8196999999996,11400.788,9378.810084033614
1743605550,561,,Aggregated,51.900000,0.000000,7900,8700,9100,9300,9800,10000,11000,11000,11000,11000,11000,751,0,7900.0,7549.72003142477,2602.8196999999996,11400.788,9338.243675099868
1743605551,561,,Aggregated,56.800000,0.000000,7900,8700,9100,9300,9900,10000,11000,11000,14000,14000,14000,805,0,7900.0,7568.580115527952,2602.8196999999996,14085.701700000001,9309.926708074534
1743605552,561,,Aggregated,63.500000,0.000000,7900,8700,9100,9300,10000,10000,11000,11000,14000,14000,14000,843,0,7900.0,7566.04746120997,2602.8196999999996,14085.701700000001,9301.909845788849
1743605553,561,,Aggregated,67.800000,0.000000,7800,8700,9100,9400,10000,11000,11000,12000,15000,15000,15000,959,0,7800.0,7581.209390302403,2602.8196999999996,15484.9337,9269.576642335767
1743605554,561,,Aggregated,64.300000,0.000000,7700,8500,9000,9300,10000,11000,11000,12000,14000,15000,15000,1058,0,7600.0,7422.287573251421,2602.8196999999996,15484.9337,9219.46786389414
1743605555,561,,Aggregated,63.000000,0.000000,7400,8400,8900,9300,10000,11000,11000,12000,15000,18000,18000,1136,0,7400.0,7298.046680017607,2056.159000000001,18366.1541,9137.272007042253
1743605556,561,,Aggregated,76.900000,0.000000,7100,8300,8800,9100,9900,10000,11000,12000,15000,18000,18000,1249,0,7100.0,7092.953434347482,2056.159000000001,18366.1541,9088.838270616494
1743605557,561,,Aggregated,76.300000,0.000000,7000,8100,8800,9100,9900,10000,11000,12000,15000,18000,18000,1287,0,7000.0,7025.460227738927,2056.159000000001,18366.1541,9083.564102564103
1743605558,561,,Aggregated,79.100000,0.000000,6900,8100,8700,9000,9800,10000,11000,12000,15000,18000,18000,1347,0,6900.0,6902.150709799555,2056.159000000001,18366.1541,9053.051967334819
