Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1744105573,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1744105574,50,,Aggregated,0.000000,0.000000,300,310,310,310,370,370,380,380,380,380,380,50,0,300.0,305.35675,274.3183,375.1274,8688.0
1744105575,150,,Aggregated,0.000000,0.000000,370,800,810,880,890,970,1400,1400,1400,1400,1400,97,0,370.0,561.3671298969073,274.3183,1393.9431000000002,8509.134020618556
1744105576,200,,Aggregated,1.000000,0.000000,800,880,930,1300,2400,2400,2400,2400,2400,2400,2400,120,0,790.0,847.75823,274.3183,2384.3192999999997,7433.916666666667
1744105577,224,,Aggregated,25.000000,0.000000,1200,1400,1600,2400,2800,2800,2800,2800,2800,2800,2800,224,0,1200.0,1284.7830031249996,274.3183,2835.9804,7049.678571428572
1744105578,224,,Aggregated,33.000000,0.000000,1400,1700,1700,1800,2700,2800,2800,2800,3200,3200,3200,304,0,1400.0,1352.1224615131573,274.3183,3189.7010000000005,7680.605263157895
1744105579,224,,Aggregated,38.000000,0.000000,1400,1700,1800,2400,2800,3300,3300,3300,3800,3800,3800,379,0,1400.0,1557.9664218997357,274.3183,3813.2573000000007,7289.12401055409
1744105580,224,,Aggregated,49.400000,0.000000,1600,1800,2200,2400,3200,3300,3800,4500,4600,4600,4600,462,0,1600.0,1678.1829448051924,274.3183,4576.8549,7525.731601731602
1744105581,224,,Aggregated,58.166667,0.000000,1600,1800,2400,2800,3800,4200,4200,4500,4600,4600,4600,559,0,1600.0,1872.5412710196763,274.3183,4576.8549,7102.751341681575
1744105582,224,,Aggregated,58.000000,0.000000,1500,2000,2800,3300,4000,4200,4200,4500,4900,4900,4900,678,0,1500.0,1983.0903539822978,274.3183,4885.4105,6968.0147492625365
1744105583,224,,Aggregated,57.750000,0.000000,1500,2200,3200,3300,4000,4200,4200,4400,4900,4900,4900,847,0,1500.0,1986.051290791025,274.3183,4885.4105,6915.995277449823
1744105584,224,,Aggregated,62.111111,0.000000,1400,1800,2800,3300,4000,4200,4200,4400,4900,4900,4900,969,0,1400.0,1900.710126212589,274.3183,4885.4105,7836.953560371517
1744105585,224,,Aggregated,69.100000,0.000000,1400,1900,3200,3300,3900,4200,4200,4300,4600,4900,4900,1007,0,1400.0,1949.696730287983,274.3183,4885.4105,7721.82323733863
1744105586,224,,Aggregated,85.500000,0.000000,1400,1800,3200,3300,3900,4200,4200,4300,4600,4900,4900,1072,0,1400.0,1943.5570054104467,274.3183,4885.4105,8022.492537313433
1744105587,224,,Aggregated,91.900000,0.000000,1500,2400,3300,3400,3900,4200,4200,4400,4600,4900,4900,1182,4,1500.0,2039.6859116751248,274.3183,4885.4105,7705.1269035533
1744105588,224,,Aggregated,92.500000,0.000000,1500,2300,3200,3400,3800,4000,4200,4300,4600,4900,4900,1313,12,1500.0,2015.502493069304,274.3183,4885.4105,8479.737242955065
1744105589,224,,Aggregated,96.600000,0.000000,1500,2200,3200,3300,3800,4000,4200,4300,4600,4900,4900,1354,12,1500.0,1984.1191651403224,274.3183,4885.4105,8869.02141802068
1744105590,224,,Aggregated,96.600000,0.000000,1500,2200,3200,3300,3800,4000,4200,4300,4600,4900,4900,1354,12,1500.0,1984.1191651403224,274.3183,4885.4105,8869.02141802068
1744105591,224,,Aggregated,96.600000,0.000000,1500,2200,3200,3300,3800,4000,4200,4300,4600,4900,4900,1354,12,1500.0,1984.1191651403224,274.3183,4885.4105,8869.02141802068
1744105592,224,,Aggregated,94.800000,1.200000,1500,2200,3200,3300,3800,4000,4200,4300,4600,4900,4900,1359,12,1500.0,1977.3399474613661,53.064400000000234,4885.4105,8869.44076526858
1744105593,224,,Aggregated,89.200000,1.200000,1500,2200,3200,3400,3900,4200,8800,9000,9500,9800,9800,1426,45,1500.0,2095.5132958625495,25.85330000000141,9794.6371,8457.605890603085
1744105594,224,,Aggregated,79.500000,1.200000,1500,2200,3300,3400,4000,4200,8900,9200,9600,9800,9800,1469,62,1500.0,2137.804903131378,25.85330000000141,9794.6371,8273.621511232132
1744105595,224,,Aggregated,66.800000,1.200000,1500,2400,3300,3500,4000,8100,9000,9300,9800,11000,11000,1536,93,1500.0,2226.164074934891,17.632500000001272,11385.6388,7945.495442708333
1744105596,224,,Aggregated,57.400000,4.600000,1400,2200,3300,3500,4100,8200,9000,9300,9800,11000,11000,1608,108,1400.0,2208.0362470149216,11.705700000000263,11385.6388,7801.570895522388
1744105597,224,,Aggregated,50.000000,6.200000,1500,2800,3400,3700,8000,8900,9100,9400,11000,13000,13000,1714,184,1500.0,2523.6922967327855,11.705700000000263,13069.7373,7423.754375729288
1744105598,224,,Aggregated,52.300000,9.700000,1400,2400,3400,3700,8400,8900,9300,9500,11000,13000,13000,1894,215,1400.0,2519.270715047517,11.705700000000263,13069.7373,6773.182154171067
1744105599,224,,Aggregated,50.000000,11.000000,1400,2200,3300,3700,8200,8900,9300,9400,11000,13000,13000,1994,217,1400.0,2414.4378549648923,11.705700000000263,13069.7373,6825.266800401204
1744105600,224,,Aggregated,54.100000,19.000000,1400,2100,3300,3700,8000,8900,9300,9400,10000,13000,13000,2068,217,1400.0,2344.6559724854906,11.705700000000263,13069.7373,6838.11411992263
1744105601,224,,Aggregated,58.700000,20.300000,1300,1800,3300,3600,8000,8900,9300,9400,10000,13000,13000,2170,218,1300.0,2271.031310645158,11.705700000000263,13069.7373,6812.764516129032
1744105602,224,,Aggregated,64.800000,20.500000,1300,1700,3200,3500,4600,8800,9300,9400,10000,13000,13000,2270,220,1300.0,2210.2306467400854,11.705700000000263,13069.7373,6791.360352422907
1744105603,224,,Aggregated,71.600000,20.500000,1300,1700,3200,3500,4400,8800,9200,9400,10000,13000,13000,2329,221,1300.0,2183.0376836839814,11.705700000000263,13069.7373,6782.768570201803
1744105604,224,,Aggregated,81.800000,20.600000,1300,1700,2800,3400,4300,8800,9200,9400,10000,13000,13000,2432,222,1300.0,2148.4429378289456,11.705700000000263,13069.7373,6720.644325657895
1744105605,224,,Aggregated,91.200000,20.800000,1300,1700,2700,3300,4200,8800,9200,9400,10000,13000,13000,2560,224,1300.0,2098.0533224999967,11.705700000000263,13069.7373,6800.32734375
1744105606,224,,Aggregated,89.900000,17.500000,1300,1700,2400,3300,4200,8800,9200,9400,10000,13000,13000,2653,224,1300.0,2074.768127742177,11.705700000000263,13069.7373,6757.530343007916
1744105608,224,,Aggregated,96.600000,16.000000,1300,1700,2400,3300,4200,8800,9100,9400,10000,13000,13000,2728,224,1300.0,2064.841000879763,11.705700000000263,13069.7373,6768.50366568915
1744105609,224,,Aggregated,101.300000,12.700000,1300,1800,2500,3200,4200,8700,9100,9400,10000,13000,13000,2783,225,1300.0,2071.591508767515,11.705700000000263,13069.7373,6726.334531081567
1744105610,224,,Aggregated,100.000000,3.000000,1300,1800,2600,3200,4100,8700,9100,9400,10000,13000,13000,2886,229,1300.0,2073.12116143451,11.705700000000263,13069.7373,6793.556133056133
1744105611,224,,Aggregated,100.000000,3.000000,1300,1800,2700,3200,4000,8700,9100,9300,10000,13000,13000,2984,229,1300.0,2072.3618150469138,11.705700000000263,13069.7373,6786.08009383378
1744105612,224,,Aggregated,88.300000,1.200000,1300,1800,2700,3200,4000,8600,9100,9300,9900,13000,13000,3104,238,1300.0,2062.2476567976773,11.705700000000263,13069.7373,6866.352448453608
1744105613,224,,Aggregated,91.400000,1.200000,1300,1800,2600,3200,4000,8600,9000,9300,9900,13000,13000,3214,240,1300.0,2054.3987913192263,11.705700000000263,13069.7373,6933.052582451774
1744105614,224,,Aggregated,91.300000,2.000000,1300,1800,2700,3200,4000,8600,9000,9300,9900,13000,13000,3278,240,1300.0,2058.704534533249,11.705700000000263,13069.7373,6917.696766320927
1744105615,224,,Aggregated,92.500000,2.000000,1300,1800,2700,3200,4000,8600,9000,9300,9900,13000,13000,3360,240,1300.0,2057.4603899999975,11.705700000000263,13069.7373,6912.519047619047
1744105616,224,,Aggregated,93.000000,1.900000,1300,1900,2700,3200,3900,8500,9000,9300,9900,13000,13000,3476,241,1300.0,2052.0635444764075,11.705700000000263,13069.7373,6809.015535097814
1744105617,224,,Aggregated,92.000000,1.800000,1300,1900,2700,3200,3900,8500,9000,9300,9900,13000,13000,3593,242,1300.0,2040.2898138046182,11.705700000000263,13069.7373,6855.840244920679
1744105618,224,,Aggregated,91.300000,1.700000,1300,1900,2600,3200,3900,8400,9000,9300,9900,13000,13000,3678,242,1300.0,2026.3098491299606,11.705700000000263,13069.7373,6808.194671016857
1744105619,224,,Aggregated,92.600000,1.800000,1300,1900,2600,3100,3800,8400,9000,9300,9900,13000,13000,3795,242,1300.0,2007.1942757839233,11.705700000000263,13069.7373,6744.773122529644
1744105620,224,,Aggregated,94.600000,1.800000,1300,1800,2500,3000,3800,8300,9000,9300,9900,13000,13000,3892,244,1300.0,1989.2795182425455,11.705700000000263,13069.7373,6722.55138746146
1744105621,224,,Aggregated,99.100000,1.700000,1300,1800,2500,2900,3800,8200,9000,9300,9900,13000,13000,3985,245,1300.0,1971.226790564613,11.705700000000263,13069.7373,6674.755834378921
1744105622,224,,Aggregated,100.000000,1.500000,1300,1800,2500,2800,3800,8000,9000,9300,9900,13000,13000,4114,245,1300.0,1939.2847671609109,11.705700000000263,13069.7373,6675.064657267866
1744105623,224,,Aggregated,97.400000,1.600000,1300,1800,2400,2800,3700,8000,9000,9300,9900,13000,13000,4192,245,1300.0,1922.9528012404546,11.705700000000263,13069.7373,6687.377385496183
1744105624,224,,Aggregated,100.900000,0.700000,1300,1700,2400,2800,3700,8000,8900,9300,9900,13000,13000,4302,247,1300.0,1902.5304995350953,11.705700000000263,13069.7373,6691.015574151557
1744105625,224,,Aggregated,97.500000,0.500000,1300,1700,2400,2700,3700,5300,8900,9300,9900,13000,13000,4406,247,1300.0,1884.8065432818842,11.705700000000263,13069.7373,6697.804811620517
1744105626,224,,Aggregated,102.800000,0.700000,1300,1700,2300,2700,3700,4900,8900,9300,9900,13000,13000,4490,247,1300.0,1873.7273503786153,11.705700000000263,13069.7373,6698.282182628062
1744105627,224,,Aggregated,103.800000,0.700000,1300,1700,2300,2700,3600,4400,8900,9200,9900,13000,13000,4628,249,1300.0,1857.5879635263573,11.705700000000263,13069.7373,6707.746326707001
1744105628,224,,Aggregated,100.800000,0.600000,1300,1700,2300,2600,3600,4400,8900,9200,9900,13000,13000,4705,250,1300.0,1849.1197355366578,11.705700000000263,13069.7373,6700.242295430393
1744105629,224,,Aggregated,101.400000,0.600000,1300,1800,2200,2600,3600,4300,8900,9200,9900,13000,13000,4790,250,1300.0,1845.0553916701401,11.705700000000263,13069.7373,6685.434655532359
