Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1744098958,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1744098959,100,,Aggregated,0.000000,0.000000,450,550,560,560,660,870,870,870,870,870,870,49,0,450.0,433.2240510204081,179.72010000000037,874.2447000000002,8688.0
1744098961,150,,Aggregated,0.000000,0.000000,550,640,870,950,1100,1800,1800,1800,1800,1800,1800,65,0,550.0,635.0597107692306,179.72010000000037,1757.6030999999998,7887.2307692307695
1744098962,200,,Aggregated,0.000000,0.000000,1000,1100,1800,1900,2200,2200,2500,2500,2500,2500,2500,151,0,1000.0,1132.6633496688742,179.72010000000037,2488.0651999999995,6444.986754966887
1744098963,224,,Aggregated,24.500000,0.000000,1100,1400,1600,1800,2200,2400,2600,2800,3100,3100,3100,238,0,1100.0,1249.7471281512612,179.72010000000037,3074.8667000000005,7365.710084033613
1744098964,224,,Aggregated,21.666667,0.000000,1400,1700,1800,1800,2200,2200,2600,2800,3500,3500,3500,300,0,1300.0,1346.3645843333338,179.72010000000037,3465.6702000000005,7676.856666666667
1744098965,224,,Aggregated,37.750000,0.000000,1500,1700,1800,1900,2200,2200,2800,3200,3500,3500,3500,369,0,1500.0,1430.058872086721,179.72010000000037,3465.6702000000005,8004.932249322494
1744098966,224,,Aggregated,47.600000,0.000000,1600,1800,1900,2200,4100,4200,4200,4300,4500,4500,4500,426,0,1600.0,1742.4220870892027,179.72010000000037,4476.931299999999,7199.192488262911
1744098967,224,,Aggregated,50.000000,0.000000,1600,1800,2200,2500,4100,4200,4200,4300,4600,4600,4600,519,0,1600.0,1906.7339304431619,179.72010000000037,4593.904,6946.7013487475915
1744098968,224,,Aggregated,53.250000,0.000000,1600,1900,3000,3900,4100,4200,4500,4700,4900,4900,4900,696,0,1600.0,2036.437495545979,179.72010000000037,4861.0517,6660.600574712644
